"","times","sims","name"
"ano ngo.5",3650,0.16242387879373,"ano ngo"
"ano ngo.6",4150,0.220689729036358,"ano ngo"
"ano ngo.7",4650,0.0802326223784312,"ano ngo"
"tuk wai.1",150,0.0200154592182727,"tuk wai"
"tuk wai.2",650,0.00815917705304903,"tuk wai"
"tuk wai.3",1150,0.0133333333333334,"tuk wai"
"tuk wai.4",2150,0.0309893037382372,"tuk wai"
"tuk wai.5",3150,0.0572916666666665,"tuk wai"
"tuk wai.6",4150,0.0187353629976582,"tuk wai"
"yac wai.1",150,0.00596241241576712,"yac wai"
"yac wai.2",650,0.000709219858155974,"yac wai"
"yac wai.3",1150,0.00208333333333333,"yac wai"
"yac wai.4",1650,0.00164441100694779,"yac wai"
"yac wai.5",2150,0,"yac wai"
"yac wai.6",3150,0,"yac wai"
"yac wai.7",4150,0,"yac wai"
"ava wai.1",150,0.0116613686980516,"ava wai"
"ava wai.2",650,0.0124829747656718,"ava wai"
"ava wai.3",1150,0,"ava wai"
"ava wai.4",1650,0.00593471810088997,"ava wai"
"ava wai.5",2150,0,"ava wai"
"ava wai.6",3150,0.0140449438202248,"ava wai"
"ava wai.7",4150,0.004274786260687,"ava wai"
"ava wai.8",4650,0.00425531914893629,"ava wai"
"plu wai.1",150,0.150708694068415,"plu wai"
"plu wai.2",650,0.0712077713304554,"plu wai"
"plu wai.3",1150,0.0790598638027638,"plu wai"
"plu wai.4",1650,0.0167793550250128,"plu wai"
"plu wai.5",2150,0.0832226784005552,"plu wai"
"plu wai.6",3150,0.0287011079099905,"plu wai"
"plu wai.7",4150,0.0163934426229508,"plu wai"
"plu wai.8",4650,0.021276595744681,"plu wai"
"lot wai.1",150,0.000492127755285621,"lot wai"
"lot wai.2",650,0,"lot wai"
"lot wai.3",1150,0,"lot wai"
"lot wai.4",1650,0,"lot wai"
"lot wai.5",2150,0,"lot wai"
"lot wai.6",3150,0,"lot wai"
"lot wai.7",4150,0,"lot wai"
"lot wai.8",4650,0,"lot wai"
"fin wai.1",150,0.00337338378301721,"fin wai"
"fin wai.2",650,0.0124829747656718,"fin wai"
"fin wai.3",1150,0.0020833333333331,"fin wai"
"fin wai.4",1650,0.00296735905044532,"fin wai"
"fin wai.5",2150,0.00193050193050193,"fin wai"
"fin wai.6",3150,0.00280898876404478,"fin wai"
"fin wai.7",4150,0,"fin wai"
"fin wai.8",4650,0,"fin wai"
"vol wai.1",150,0.00905179329767902,"vol wai"
"vol wai.2",650,0.00138262053155669,"vol wai"
"vol wai.3",1150,0.00208333333333333,"vol wai"
"vol wai.4",2150,0,"vol wai"
"vol wai.5",3150,0,"vol wai"
"vol wai.6",4150,0.00360665489960832,"vol wai"
"vol wai.7",4650,0.000490707428587367,"vol wai"
"bon wai.1",150,0.00685708638807059,"bon wai"
"bon wai.2",650,0.0182696411684133,"bon wai"
"bon wai.3",1150,0.0395833333333334,"bon wai"
"bon wai.4",1650,0.00526520302955147,"bon wai"
"bon wai.5",2150,0.0431185616952967,"bon wai"
"bon wai.6",3150,0.016106417712337,"bon wai"
"bon wai.7",4150,0.0281030444964872,"bon wai"
"tag wai.1",150,0.0123970514904088,"tag wai"
"tag wai.2",650,0.0099046221570066,"tag wai"
"tag wai.3",1150,0.0226022254682647,"tag wai"
"tag wai.4",1650,0.017713270896709,"tag wai"
"tag wai.5",2150,0.0231206915417442,"tag wai"
"tag wai.6",3150,0.0188145199627086,"tag wai"
"tag wai.7",4150,0.027177596754417,"tag wai"
"tag wai.8",4650,0.0201824917315554,"tag wai"
"lou wai.1",650,0.00843881856540096,"lou wai"
"lou wai.2",1150,0.00516758055572675,"lou wai"
"lou wai.3",1650,0.0182515497965835,"lou wai"
"lou wai.4",2150,0.0239544543054445,"lou wai"
"lou wai.5",3150,0.0191204451817805,"lou wai"
"lou wai.6",4150,0.0187353629976582,"lou wai"
"lou wai.7",4650,0.0282686832592092,"lou wai"
"lan wai.1",650,0.00242012556423044,"lan wai"
"lan wai.2",1150,0.00208333333333333,"lan wai"
"lan wai.3",1650,0.0118694362017804,"lan wai"
"lan wai.4",3150,0.00561797752809001,"lan wai"
"lan wai.5",4150,0.0130301740343061,"lan wai"
"lan wai.6",4650,0.00231749710312845,"lan wai"
"ano wai.1",1650,0.112759643916914,"ano wai"
"ano wai.2",2150,0.0868725868725867,"ano wai"
"ano wai.3",3150,0.0962663857677903,"ano wai"
"ano wai.4",4150,0.0163934426229509,"ano wai"
"ano wai.5",4650,0.127659574468085,"ano wai"
"yac tuk.1",150,0.260558512632013,"yac tuk"
"yac tuk.2",650,0.247708294394342,"yac tuk"
"yac tuk.3",1150,0.100574389055231,"yac tuk"
"yac tuk.4",2150,0.00526315789473686,"yac tuk"
"yac tuk.5",3150,0.00152671755725198,"yac tuk"
"yac tuk.6",3650,0.00515463917525782,"yac tuk"
"yac tuk.7",4150,0.00589622641509435,"yac tuk"
"ava tuk.1",150,0.381297015791565,"ava tuk"
"ava tuk.2",650,0.043206296654823,"ava tuk"
"ava tuk.3",1150,0.0488888888888889,"ava tuk"
"ava tuk.4",2150,0.0658062194867556,"ava tuk"
"ava tuk.5",3150,0.0553652968036531,"ava tuk"
"ava tuk.6",4150,0.0576290151009693,"ava tuk"
"plu tuk.1",150,0.297081084677846,"plu tuk"
"plu tuk.2",650,0.045187155037763,"plu tuk"
"plu tuk.3",1150,0.068886765684662,"plu tuk"
"plu tuk.4",2150,0.0656141762235032,"plu tuk"
"plu tuk.5",3150,0.0944811103095529,"plu tuk"
"plu tuk.6",3650,0.0202582262173908,"plu tuk"
"plu tuk.7",4150,0.0405405405405405,"plu tuk"
"lot tuk.1",150,0.110221362239803,"lot tuk"
"lot tuk.2",650,0.0405489791884781,"lot tuk"
"lot tuk.3",1150,0.0668883252335428,"lot tuk"
"lot tuk.4",2150,0.00175438596491218,"lot tuk"
"lot tuk.5",3150,0,"lot tuk"
"lot tuk.6",3650,0.00515463917525782,"lot tuk"
"lot tuk.7",4150,0,"lot tuk"
"fin tuk.1",150,0.12038126743149,"fin tuk"
"fin tuk.2",650,0.0405489791884779,"fin tuk"
"fin tuk.3",1150,0.0526201607042139,"fin tuk"
"fin tuk.4",2150,0.00350877192982468,"fin tuk"
"fin tuk.5",3150,0,"fin tuk"
"fin tuk.6",3650,0,"fin tuk"
"fin tuk.7",4150,0,"fin tuk"
"vol tuk.1",150,0.166588713159078,"vol tuk"
"vol tuk.2",650,0.0530662771548327,"vol tuk"
"vol tuk.3",1150,0.065124716553288,"vol tuk"
"vol tuk.4",2150,0.0852060381797338,"vol tuk"
"vol tuk.5",3150,0.0373641304347825,"vol tuk"
"vol tuk.6",3650,0.0313905888519987,"vol tuk"
"vol tuk.7",4150,0.0236589556748501,"vol tuk"
"bon tuk.1",150,0.0290320436592112,"bon tuk"
"bon tuk.2",650,0.044396068956473,"bon tuk"
"bon tuk.3",1150,0.00940991852161743,"bon tuk"
"bon tuk.4",2150,0.0743608640713521,"bon tuk"
"bon tuk.5",3150,0.069543369131383,"bon tuk"
"bon tuk.6",3650,0.0538257936433802,"bon tuk"
"bon tuk.7",4150,0.0401421426691234,"bon tuk"
"tag tuk.1",150,0.0180652905870534,"tag tuk"
"tag tuk.2",650,0.0454985039277679,"tag tuk"
"tag tuk.3",1150,0.0748789962157236,"tag tuk"
"tag tuk.4",2150,0.0867232589617805,"tag tuk"
"tag tuk.5",3150,0.0968147331639007,"tag tuk"
"tag tuk.6",3650,0.0374677217849297,"tag tuk"
"tag tuk.7",4150,0.0933769852617711,"tag tuk"
"lou tuk.1",650,0.0397813219271141,"lou tuk"
"lou tuk.2",1150,0.0503898575428365,"lou tuk"
"lou tuk.3",2150,0.120735297774218,"lou tuk"
"lou tuk.4",3150,0.110378993469653,"lou tuk"
"lou tuk.5",3650,0.0604775769212647,"lou tuk"
"lou tuk.6",4150,0.0767688396778844,"lou tuk"
"lan tuk.1",650,0.01773293771174,"lan tuk"
"lan tuk.2",1150,0.0616911189231496,"lan tuk"
"lan tuk.3",3150,0.231303418803419,"lan tuk"
"lan tuk.4",3650,0.0257731958762888,"lan tuk"
"lan tuk.5",4150,0.0389083763940171,"lan tuk"
"ano tuk.1",2150,0.0665889236138356,"ano tuk"
"ano tuk.2",3150,0.104166666666667,"ano tuk"
"ano tuk.3",3650,0.111777301927195,"ano tuk"
"ano tuk.4",4150,0.111111111111111,"ano tuk"
"ava yac.1",150,0.128530173067424,"ava yac"
"ava yac.2",650,0.169425944236795,"ava yac"
"ava yac.3",1150,0.1079484903645,"ava yac"
"ava yac.4",1650,0.0183220412324232,"ava yac"
"ava yac.5",2150,0.0056179775280899,"ava yac"
"ava yac.6",2650,0.00518134715025909,"ava yac"
"ava yac.7",3150,0.0274501354346219,"ava yac"
"ava yac.8",4150,0.00589622641509435,"ava yac"
"plu yac.1",150,0.140533087265736,"plu yac"
"plu yac.2",650,0.0498588010528834,"plu yac"
"plu yac.3",1150,0.0988116826689996,"plu yac"
"plu yac.4",1650,0.0111916943007071,"plu yac"
"plu yac.5",2150,0.00830600623373556,"plu yac"
"plu yac.6",2650,0.0115412492301167,"plu yac"
"plu yac.7",3150,0.029770321049471,"plu yac"
"plu yac.8",3650,0.0326424099574403,"plu yac"
"plu yac.9",4150,0,"plu yac"
"lot yac.1",150,0.154069411275234,"lot yac"
"lot yac.2",650,0.0765119929873049,"lot yac"
"lot yac.3",1150,0.370336923605476,"lot yac"
"lot yac.4",1650,0.71322594319627,"lot yac"
"lot yac.5",2150,0.628183572351633,"lot yac"
"lot yac.6",2650,0.80448617272565,"lot yac"
"lot yac.7",3150,0.421879044085929,"lot yac"
"lot yac.8",3650,0.496597402809649,"lot yac"
"lot yac.9",4150,0.302244735796583,"lot yac"
"fin yac.1",150,0.129365166903651,"fin yac"
"fin yac.2",650,0.0642739452960777,"fin yac"
"fin yac.3",1150,0.0923766495911541,"fin yac"
"fin yac.4",1650,0.0548292499987605,"fin yac"
"fin yac.5",2150,0.0523401032886514,"fin yac"
"fin yac.6",2650,0,"fin yac"
"fin yac.7",3150,0.0359386325199325,"fin yac"
"fin yac.8",3650,0.00506329113924053,"fin yac"
"fin yac.9",4150,0.0330514156159845,"fin yac"
"vol yac.1",150,0.370321814688635,"vol yac"
"vol yac.2",650,0.416888965676651,"vol yac"
"vol yac.3",1150,0.295847539480043,"vol yac"
"vol yac.4",2150,0.0617415716406532,"vol yac"
"vol yac.5",2650,0.162551901329276,"vol yac"
"vol yac.6",3150,0.212131301992441,"vol yac"
"vol yac.7",3650,0.419642588609308,"vol yac"
"vol yac.8",4150,0.337388031689567,"vol yac"
"bon yac.1",150,0.0299687744146507,"bon yac"
"bon yac.2",650,0.0530492278357605,"bon yac"
"bon yac.3",1150,0.0135738931972247,"bon yac"
"bon yac.4",1650,0.0159966487362788,"bon yac"
"bon yac.5",2150,0.0119872660377622,"bon yac"
"bon yac.6",2650,0.0109274086007047,"bon yac"
"bon yac.7",3150,0.00717638289872813,"bon yac"
"bon yac.8",3650,0.00777746876112417,"bon yac"
"bon yac.9",4150,0.00247763711017712,"bon yac"
"tag yac.1",150,0.023860922212036,"tag yac"
"tag yac.2",650,0.0524124155781902,"tag yac"
"tag yac.3",1150,0.103089988344174,"tag yac"
"tag yac.4",1650,0.0153481064848999,"tag yac"
"tag yac.5",2150,0.00483902062849428,"tag yac"
"tag yac.6",2650,0.00319117690251702,"tag yac"
"tag yac.7",3150,0.00111105448822502,"tag yac"
"tag yac.8",3650,0.00253164556962038,"tag yac"
"tag yac.9",4150,0.00418772683355229,"tag yac"
"lou yac.1",650,0.0386699391269789,"lou yac"
"lou yac.2",1150,0.0947513713315139,"lou yac"
"lou yac.3",1650,0.0110938876685897,"lou yac"
"lou yac.4",2150,0.0310929769092765,"lou yac"
"lou yac.5",2650,0.00632864612227879,"lou yac"
"lou yac.6",3150,0.0224509494351441,"lou yac"
"lou yac.7",3650,0.00996669179418574,"lou yac"
"lou yac.8",4150,0.00465944136665675,"lou yac"
"lan yac.1",650,0.0375233115405124,"lan yac"
"lan yac.2",1150,0.0524135882309784,"lan yac"
"lan yac.3",1650,0.0589588737401956,"lan yac"
"lan yac.4",2650,0.0486469116146699,"lan yac"
"lan yac.5",3150,0.0381874828017642,"lan yac"
"lan yac.6",3650,0.0123966942148761,"lan yac"
"lan yac.7",4150,0.0262330683856612,"lan yac"
"ano yac.1",1650,0.0298114444528977,"ano yac"
"ano yac.2",2150,0.00670831197308164,"ano yac"
"ano yac.3",2650,0,"ano yac"
"ano yac.4",3150,0.00152671755725198,"ano yac"
"ano yac.5",3650,0.0144851326809963,"ano yac"
"ano yac.6",4150,0,"ano yac"
"plu ava.1",150,0.293290999267926,"plu ava"
"plu ava.2",650,0.334613033305592,"plu ava"
"plu ava.3",1150,0.195704216226805,"plu ava"
"plu ava.4",1650,0.253427922832491,"plu ava"
"plu ava.5",2150,0.192279279465856,"plu ava"
"plu ava.6",2650,0.263241220495106,"plu ava"
"plu ava.7",3150,0.146343724534914,"plu ava"
"plu ava.8",4150,0.105173119722392,"plu ava"
"plu ava.9",4650,0.125,"plu ava"
"lot ava.1",150,0.112538132859627,"lot ava"
"lot ava.2",650,0.212646216046511,"lot ava"
"lot ava.3",1150,0.188650270557572,"lot ava"
"lot ava.4",1650,0.0694679437880162,"lot ava"
"lot ava.5",2150,0.0056179775280899,"lot ava"
"lot ava.6",2650,0.00259067357512943,"lot ava"
"lot ava.7",3150,0,"lot ava"
"lot ava.8",4150,0.0958452077396129,"lot ava"
"lot ava.9",4650,0.0566526149761141,"lot ava"
"fin ava.1",150,0.160895413363316,"fin ava"
"fin ava.2",650,0.293439726494606,"fin ava"
"fin ava.3",1150,0.137290396451047,"fin ava"
"fin ava.4",1650,0.0665158767917207,"fin ava"
"fin ava.5",2150,0.0424054775989112,"fin ava"
"fin ava.6",2650,0,"fin ava"
"fin ava.7",3150,0.0186941290166706,"fin ava"
"fin ava.8",4150,0.0134243287835609,"fin ava"
"fin ava.9",4650,0.0886053725609751,"fin ava"
"vol ava.1",150,0.305581985316609,"vol ava"
"vol ava.2",650,0.347794545497588,"vol ava"
"vol ava.3",1150,0.287672142027543,"vol ava"
"vol ava.4",2150,0.267492339121553,"vol ava"
"vol ava.5",2650,0.195797450759381,"vol ava"
"vol ava.6",3150,0.1039309112567,"vol ava"
"vol ava.7",4150,0.0775281110702395,"vol ava"
"vol ava.8",4650,0.0864160469712902,"vol ava"
"bon ava.1",150,0.143157980007017,"bon ava"
"bon ava.2",650,0.226429480295463,"bon ava"
"bon ava.3",1150,0.0661705531419166,"bon ava"
"bon ava.4",1650,0.0442470974799568,"bon ava"
"bon ava.5",2150,0.186172761764835,"bon ava"
"bon ava.6",2650,0.135112071536861,"bon ava"
"bon ava.7",3150,0.0666393291543579,"bon ava"
"bon ava.8",4150,0.0789258247011315,"bon ava"
"tag ava.1",150,0.125851590134983,"tag ava"
"tag ava.2",650,0.124053724053724,"tag ava"
"tag ava.3",1150,0.244914455259297,"tag ava"
"tag ava.4",1650,0.31825077763856,"tag ava"
"tag ava.5",2150,0.264959828265564,"tag ava"
"tag ava.6",2650,0.178635560216707,"tag ava"
"tag ava.7",3150,0.103759790335588,"tag ava"
"tag ava.8",4150,0.151873044468521,"tag ava"
"tag ava.9",4650,0.186405470294699,"tag ava"
"lou ava.1",650,0.323076923076924,"lou ava"
"lou ava.2",1150,0.187901877016429,"lou ava"
"lou ava.3",1650,0.247368682727134,"lou ava"
"lou ava.4",2150,0.147872718432932,"lou ava"
"lou ava.5",2650,0.210492058327502,"lou ava"
"lou ava.6",3150,0.152868945958895,"lou ava"
"lou ava.7",4150,0.132072362175969,"lou ava"
"lou ava.8",4650,0.0614583270410777,"lou ava"
"lan ava.1",650,0.193804068017968,"lan ava"
"lan ava.2",1150,0.209409301697214,"lan ava"
"lan ava.3",1650,0.227951748935935,"lan ava"
"lan ava.4",2650,0.16807467186201,"lan ava"
"lan ava.5",3150,0.135561799945362,"lan ava"
"lan ava.6",4150,0.150699094633005,"lan ava"
"lan ava.7",4650,0.193800429560148,"lan ava"
"ano ava.1",1650,0.0776844785059997,"ano ava"
"ano ava.2",2150,0.113365237897073,"ano ava"
"ano ava.3",2650,0.0750738202685386,"ano ava"
"ano ava.4",3150,0.0397402968036531,"ano ava"
"ano ava.5",4150,0.008549572521374,"ano ava"
"ano ava.6",4650,0,"ano ava"
"lot plu.1",150,0.109410332231692,"lot plu"
"lot plu.2",650,0.17062467784587,"lot plu"
"lot plu.3",1150,0.168442585507808,"lot plu"
"lot plu.4",1650,0.000485639943196947,"lot plu"
"lot plu.5",2150,0,"lot plu"
"lot plu.6",2650,0,"lot plu"
"lot plu.7",3150,0.0862738331464067,"lot plu"
"lot plu.8",3650,0.0325714285714285,"lot plu"
"lot plu.9",4150,0.11124354390147,"lot plu"
"lot plu.10",4650,0.0278064611299601,"lot plu"
"fin plu.1",150,0.119285868988946,"fin plu"
"fin plu.2",650,0.223102077969693,"fin plu"
"fin plu.3",1150,0.0496561745638059,"fin plu"
"fin plu.4",1650,0.0101151613063157,"fin plu"
